FIPS,Geographic Identifier,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,State (FIPS Code),County of current residence,Census Tract,Block Group,Total Population,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Average Household Size,Median Household Income (In 2019 Inflation Adjusted Dollars),Occupied Housing Units,Occupied Housing Units: 1 Room,Occupied Housing Units: 2 Rooms,Occupied Housing Units: 3 Rooms,Occupied Housing Units: 4 Rooms,Occupied Housing Units: 5 Rooms,Occupied Housing Units: 6 Rooms,Occupied Housing Units: 7 Rooms,Occupied Housing Units: 8 Rooms,Occupied Housing Units: 9 or More Rooms,Median Year Structure Built,Median Gross Rent,Owner-Occupied Housing Units
1.70E+11,15000US170310812011,Block Group 1,"Block Group 1, Census Tract 812.01, Cook County, Illinois",il,150,0,ACSSF,9708,17,31,81201,1,1388,0.02286458,0.02286458,0,1388,57,12,0,24,38,332,97,118,199,278,198,35,1388,1187,19,0,164,0,18,0,1.57,127206,882,0,121,169,86,163,177,75,39,52,1983,1706,644
1.70E+11,15000US170310812012,Block Group 2,"Block Group 2, Census Tract 812.01, Cook County, Illinois",il,150,0,ACSSF,9709,17,31,81201,2,2043,0.03606928,0.03606928,0,2043,18,0,0,0,605,406,207,204,256,139,118,90,2043,1673,115,0,228,0,0,27,1.3,90791,1262,195,259,349,243,131,56,29,0,0,1989,1979,324
1.70E+11,15000US170310812013,Block Group 3,"Block Group 3, Census Tract 812.01, Cook County, Illinois",il,150,0,ACSSF,9710,17,31,81201,3,1280,0.01254253,0.01254253,0,1280,23,17,17,0,63,469,135,61,196,193,54,52,1280,1005,13,0,262,0,0,0,1.53,93659,839,54,204,199,121,141,35,34,33,18,1962,1770,332
1.70E+11,15000US170310812021,Block Group 1,"Block Group 1, Census Tract 812.02, Cook County, Illinois",il,150,0,ACSSF,9711,17,31,81202,1,533,0.2507093,0.04604964,0.2046596,533,0,0,0,0,0,31,26,13,96,173,98,96,533,495,0,0,38,0,0,0,1.8,210278,296,10,0,11,29,82,38,37,45,44,0,,273
1.70E+11,15000US170310812022,Block Group 2,"Block Group 2, Census Tract 812.02, Cook County, Illinois",il,150,0,ACSSF,9712,17,31,81202,2,810,0.01180893,0.01180893,0,810,61,0,14,0,12,139,48,65,232,130,78,31,810,717,34,0,7,0,33,19,1.56,150179,519,0,79,90,112,79,71,28,36,24,1969,1734,368
1.70E+11,15000US170310812023,Block Group 3,"Block Group 3, Census Tract 812.02, Cook County, Illinois",il,150,0,ACSSF,9713,17,31,81202,3,735,0.01023789,0.01023789,0,735,8,20,15,6,15,190,114,104,103,121,28,11,735,621,3,0,65,0,46,0,1.55,74417,473,46,76,140,94,28,26,27,0,36,1957,1568,305
1.70E+11,15000US170310812024,Block Group 4,"Block Group 4, Census Tract 812.02, Cook County, Illinois",il,150,0,ACSSF,9714,17,31,81202,4,850,0.01104098,0.01104098,0,850,20,28,42,32,39,38,106,123,150,163,30,79,850,687,35,0,100,0,0,28,2.05,206806,415,0,0,0,65,96,137,40,33,44,0,,377
1.70E+11,15000US170310813001,Block Group 1,"Block Group 1, Census Tract 813, Cook County, Illinois",il,150,0,ACSSF,9715,17,31,81300,1,776,0.005493848,0.005493848,0,776,0,0,0,0,97,247,110,50,60,125,69,18,776,553,14,0,194,0,15,0,1.24,87708,624,160,32,246,71,32,35,0,0,48,1952,1841,304
1.70E+11,15000US170310813002,Block Group 2,"Block Group 2, Census Tract 813, Cook County, Illinois",il,150,0,ACSSF,9716,17,31,81300,2,191,0.007334011,0.007334011,0,191,0,0,0,0,0,35,18,0,72,66,0,0,191,161,12,0,18,0,0,0,1.59,,120,0,0,47,38,35,0,0,0,0,,,85
1.70E+11,15000US170310813003,Block Group 3,"Block Group 3, Census Tract 813, Cook County, Illinois",il,150,0,ACSSF,9717,17,31,81300,3,969,0.01304562,0.01304562,0,969,0,0,0,0,45,89,24,159,88,326,171,67,969,736,31,0,167,0,35,0,1.62,113628,599,72,73,83,185,43,63,61,0,19,1967,2485,520
1.70E+11,15000US170310813004,Block Group 4,"Block Group 4, Census Tract 813, Cook County, Illinois",il,150,0,ACSSF,9718,17,31,81300,4,2007,0.03002022,0.03002022,0,2007,20,41,52,15,42,281,303,293,316,388,221,35,2007,1565,57,0,270,0,0,115,1.51,80096,1333,308,163,336,169,136,101,105,15,0,1967,1491,766
1.70E+11,15000US170310813005,Block Group 5,"Block Group 5, Census Tract 813, Cook County, Illinois",il,150,0,ACSSF,9719,17,31,81300,5,852,0.007019338,0.007019338,0,852,0,0,57,38,101,42,18,53,250,172,86,35,852,807,16,0,15,0,0,14,1.78,74375,480,140,0,34,36,56,125,18,17,54,1968,1606,339
1.70E+11,15000US170310813006,Block Group 6,"Block Group 6, Census Tract 813, Cook County, Illinois",il,150,0,ACSSF,9720,17,31,81300,6,598,0.01533289,0.01533289,0,598,32,0,18,0,10,144,18,34,75,90,108,69,598,470,38,0,90,0,0,0,1.85,139615,324,13,19,30,65,76,107,0,0,14,1970,1375,262
1.70E+11,15000US170310814011,Block Group 1,"Block Group 1, Census Tract 814.01, Cook County, Illinois",il,150,0,ACSSF,9721,17,31,81401,1,880,0.04744964,0.04744964,0,880,0,0,0,0,79,187,22,73,178,147,97,97,880,850,11,0,19,0,0,0,1.32,68500,666,56,187,140,121,71,39,0,0,52,1970,1813,440
1.70E+11,15000US170310814012,Block Group 2,"Block Group 2, Census Tract 814.01, Cook County, Illinois",il,150,0,ACSSF,9722,17,31,81401,2,1344,0.06060221,0.06060221,0,1344,29,31,0,7,213,443,109,99,93,171,137,12,1344,1008,21,0,164,0,27,124,1.7,93125,771,107,142,144,149,89,87,20,15,18,1980,2088,323
1.70E+11,15000US170310814021,Block Group 1,"Block Group 1, Census Tract 814.02, Cook County, Illinois",il,150,0,ACSSF,9723,17,31,81402,1,2602,0.2039006,0.2039006,0,2602,81,0,30,44,229,612,389,241,322,364,273,17,2602,1933,197,0,446,0,0,26,1.58,89559,1644,172,376,447,318,135,101,14,64,17,1989,2197,525
1.70E+11,15000US170310814022,Block Group 2,"Block Group 2, Census Tract 814.02, Cook County, Illinois",il,150,0,ACSSF,9724,17,31,81402,2,1794,0.009512786,0.009512786,0,1794,49,50,45,0,115,587,106,288,330,156,35,33,1794,1301,16,0,460,0,0,17,1.75,156801,1025,0,202,129,359,223,82,0,30,0,1995,2221,547
1.70E+11,15000US170310814023,Block Group 3,"Block Group 3, Census Tract 814.02, Cook County, Illinois",il,150,0,ACSSF,9725,17,31,81402,3,1255,0.01371512,0.01371512,0,1255,175,0,0,0,33,552,185,121,51,121,17,0,1255,592,24,0,536,0,0,103,1.71,139167,732,134,76,196,228,42,56,0,0,0,1996,2554,375
1.70E+11,15000US170310814031,Block Group 1,"Block Group 1, Census Tract 814.03, Cook County, Illinois",il,150,0,ACSSF,9726,17,31,81403,1,4505,0.6651054,0.1007402,0.5643651,4505,287,0,0,0,246,1133,874,492,1011,356,106,0,4505,3292,201,0,814,0,55,143,1.57,155248,2864,514,530,814,343,351,109,63,68,72,2004,2257,1134
1.70E+11,15000US170310814032,Block Group 2,"Block Group 2, Census Tract 814.03, Cook County, Illinois",il,150,0,ACSSF,9727,17,31,81403,2,1465,0.01853175,0.01853175,0,1465,0,0,118,0,193,799,118,116,60,61,0,0,1465,897,0,0,568,0,0,0,1.52,88942,964,364,128,330,60,26,0,0,56,0,1979,1808,207
1.70E+11,15000US170310814033,Block Group 3,"Block Group 3, Census Tract 814.03, Cook County, Illinois",il,150,0,ACSSF,9728,17,31,81403,3,2480,0.01871785,0.01871785,0,2480,36,46,32,0,491,1135,389,81,63,142,65,0,2480,1801,38,0,524,0,117,0,1.53,105168,1617,120,505,669,215,60,16,32,0,0,1997,2327,353
1.70E+11,15000US170310815001,Block Group 1,"Block Group 1, Census Tract 815, Cook County, Illinois",il,150,0,ACSSF,9729,17,31,81500,1,1405,0.02021708,0.02021708,0,1405,73,0,21,19,62,571,295,83,77,114,71,19,1405,941,0,1,416,0,47,0,1.61,96875,853,38,134,241,288,86,52,14,0,0,2002,2149,513
1.70E+11,15000US170310815002,Block Group 2,"Block Group 2, Census Tract 815, Cook County, Illinois",il,150,0,ACSSF,9730,17,31,81500,2,1497,0.04900756,0.04900756,0,1497,17,0,0,0,13,444,149,181,380,229,66,18,1497,1268,16,0,184,0,0,29,1.58,171538,950,0,123,363,213,105,82,24,13,27,1995,2319,423
1.70E+11,15000US170310815003,Block Group 3,"Block Group 3, Census Tract 815, Cook County, Illinois",il,150,0,ACSSF,9731,17,31,81500,3,1619,0.04484423,0.04484423,0,1619,36,0,0,0,209,567,312,126,238,131,0,0,1619,963,75,0,509,0,54,18,1.37,100563,1182,256,312,267,266,28,35,18,0,0,1988,1909,411
1.70E+11,15000US170310816001,Block Group 1,"Block Group 1, Census Tract 816, Cook County, Illinois",il,150,0,ACSSF,9732,17,31,81600,1,3289,0.03664843,0.03664843,0,3289,215,23,63,0,138,1343,425,541,224,168,149,0,3289,2332,201,0,614,0,31,111,1.63,140305,2016,301,408,554,331,276,81,21,33,11,2001,2154,926
1.70E+11,15000US170310816002,Block Group 2,"Block Group 2, Census Tract 816, Cook County, Illinois",il,150,0,ACSSF,9733,17,31,81600,2,751,0.01462864,0.01462864,0,751,12,12,0,0,72,399,144,46,36,15,15,0,751,641,0,0,86,0,0,24,1.2,104857,627,194,257,104,16,14,0,30,12,0,1996,2170,40
1.70E+11,15000US170310817001,Block Group 1,"Block Group 1, Census Tract 817, Cook County, Illinois",il,150,0,ACSSF,9734,17,31,81700,1,1590,0.02839087,0.02839087,0,1590,80,0,0,0,172,704,141,149,157,95,57,35,1590,1172,86,0,241,0,15,76,1.49,72098,1069,88,287,400,179,49,49,0,17,0,1988,1733,358
1.70E+11,15000US170310817002,Block Group 2,"Block Group 2, Census Tract 817, Cook County, Illinois",il,150,0,ACSSF,9735,17,31,81700,2,2528,0.1150716,0.1150716,0,2528,15,0,0,14,198,1445,420,223,142,51,20,0,2528,1902,67,0,491,0,0,68,1.49,114423,1698,230,484,644,237,73,30,0,0,0,2006,2361,425
1.70E+11,15000US170310818001,Block Group 1,"Block Group 1, Census Tract 818, Cook County, Illinois",il,150,0,ACSSF,9736,17,31,81800,1,4485,0.07181577,0.07181577,0,4485,538,203,0,0,357,1289,1123,338,408,203,26,0,4485,3363,54,0,867,0,0,201,1.81,156958,2483,115,369,961,441,280,130,58,129,0,2003,2737,1644
1.70E+11,15000US170310818002,Block Group 2,"Block Group 2, Census Tract 818, Cook County, Illinois",il,150,0,ACSSF,9737,17,31,81800,2,3285,0.119999,0.119999,0,3285,35,31,0,0,56,1920,593,265,187,170,28,0,3285,3016,29,0,123,0,45,72,1.62,137151,2030,113,450,908,325,90,48,30,46,20,2002,2345,865
1.70E+11,15000US170310818003,Block Group 3,"Block Group 3, Census Tract 818, Cook County, Illinois",il,150,0,ACSSF,9738,17,31,81800,3,2528,0.09645952,0.09645952,0,2528,0,44,0,0,82,1077,387,555,173,156,54,0,2528,1837,167,0,350,0,146,28,1.43,147234,1771,256,504,279,228,319,126,59,0,0,2005,2536,590
1.70E+11,15000US170310819001,Block Group 1,"Block Group 1, Census Tract 819, Cook County, Illinois",il,150,0,ACSSF,9739,17,31,81900,1,1026,0.05318519,0.05318519,0,1026,93,15,47,33,53,306,164,84,147,66,12,6,1026,597,379,0,39,0,11,0,2.25,194167,456,5,19,143,135,79,17,27,23,8,1975,1069,255
1.70E+11,15000US170310901001,Block Group 1,"Block Group 1, Census Tract 901, Cook County, Illinois",il,150,0,ACSSF,9740,17,31,90100,1,881,0.09452979,0.09452979,0,881,70,64,49,8,17,136,54,106,117,135,106,19,881,724,0,0,100,0,46,11,1.94,77679,453,0,0,23,77,212,27,78,8,28,1959,955,321
1.70E+11,15000US170310901002,Block Group 2,"Block Group 2, Census Tract 901, Cook County, Illinois",il,150,0,ACSSF,9741,17,31,90100,2,849,0.0943182,0.0943182,0,849,80,106,65,0,30,69,117,131,115,41,73,22,849,777,0,0,38,0,0,34,2.58,113365,329,0,0,18,57,39,85,66,52,12,1954,868,288
1.70E+11,15000US170310901003,Block Group 3,"Block Group 3, Census Tract 901, Cook County, Illinois",il,150,0,ACSSF,9742,17,31,90100,3,856,0.07886021,0.07886021,0,856,40,9,38,12,53,128,189,73,193,97,24,0,856,768,0,0,15,0,29,44,2.74,145517,312,0,0,12,39,50,61,59,67,24,1955,,293
1.70E+11,15000US170310901004,Block Group 4,"Block Group 4, Census Tract 901, Cook County, Illinois",il,150,0,ACSSF,9743,17,31,90100,4,923,0.09257378,0.09257378,0,923,43,147,141,0,33,60,155,147,87,66,44,0,923,692,26,0,35,0,20,150,2.8,99615,330,0,0,0,12,84,153,24,13,44,1955,,330
1.70E+11,15000US170310902001,Block Group 1,"Block Group 1, Census Tract 902, Cook County, Illinois",il,150,0,ACSSF,9744,17,31,90200,1,684,0.1077086,0.1077086,0,684,37,79,0,14,61,54,125,68,103,55,65,23,684,684,0,0,0,0,0,0,2.87,153833,238,0,0,0,0,14,43,42,105,34,1953,,224
1.70E+11,15000US170310902002,Block Group 2,"Block Group 2, Census Tract 902, Cook County, Illinois",il,150,0,ACSSF,9745,17,31,90200,2,1479,0.1111635,0.1111635,0,1479,69,122,85,60,41,56,226,345,244,88,98,45,1479,1360,15,0,90,0,0,14,2.69,198380,549,0,0,0,27,111,65,158,108,80,0,,516
1.70E+11,15000US170310902003,Block Group 3,"Block Group 3, Census Tract 902, Cook County, Illinois",il,150,0,ACSSF,9746,17,31,90200,3,1416,0.1119812,0.1119812,0,1416,119,68,0,22,78,359,287,115,115,154,29,70,1416,1313,0,0,53,0,50,0,1.77,73304,799,0,41,197,220,156,77,24,41,43,1969,1460,510
1.70E+11,15000US170310902004,Block Group 4,"Block Group 4, Census Tract 902, Cook County, Illinois",il,150,0,ACSSF,9747,17,31,90200,4,1903,0.1610231,0.1610231,0,1903,227,94,119,0,97,435,167,254,284,109,48,69,1903,1819,0,0,33,0,0,51,2.27,98533,838,13,0,21,321,162,125,72,63,61,1958,1361,512
1.70E+11,15000US170310902005,Block Group 5,"Block Group 5, Census Tract 902, Cook County, Illinois",il,150,0,ACSSF,9748,17,31,90200,5,934,0.1075673,0.1075673,0,934,18,24,40,21,85,132,90,129,228,113,54,0,934,933,1,0,0,0,0,0,2.89,190368,321,0,0,0,14,0,28,56,154,69,1946,,321
1.70E+11,15000US170310903001,Block Group 1,"Block Group 1, Census Tract 903, Cook County, Illinois",il,150,0,ACSSF,9749,17,31,90300,1,1339,0.1915534,0.1915534,0,1339,123,104,94,7,94,141,224,215,146,111,62,18,1339,1268,0,0,23,0,5,43,2.72,108563,493,0,4,22,27,118,129,64,66,63,1945,1218,410
1.70E+11,15000US170311001001,Block Group 1,"Block Group 1, Census Tract 1001, Cook County, Illinois",il,150,0,ACSSF,9750,17,31,100100,1,1272,0.1030924,0.1030924,0,1272,59,69,142,104,86,171,229,155,170,36,31,20,1272,1272,0,0,0,0,0,0,3.16,100817,403,0,0,0,78,91,112,57,65,0,1942,1061,266
1.70E+11,15000US170311001002,Block Group 2,"Block Group 2, Census Tract 1001, Cook County, Illinois",il,150,0,ACSSF,9751,17,31,100100,2,1980,0.1464872,0.1464872,0,1980,107,48,127,51,76,671,162,207,236,237,33,25,1980,1854,0,0,62,0,29,35,2.77,109877,713,0,0,0,27,169,287,107,46,77,1952,1369,393
1.70E+11,15000US170311001003,Block Group 3,"Block Group 3, Census Tract 1001, Cook County, Illinois",il,150,0,ACSSF,9752,17,31,100100,3,984,0.06220569,0.06220569,0,984,36,0,31,64,25,263,164,163,75,118,45,0,984,908,1,0,75,0,0,0,2.55,59950,385,0,0,65,51,93,66,77,6,27,1941,933,197
1.70E+11,15000US170311001004,Block Group 4,"Block Group 4, Census Tract 1001, Cook County, Illinois",il,150,0,ACSSF,9753,17,31,100100,4,696,0.06276207,0.06276207,0,696,41,22,59,23,74,18,154,94,172,0,39,0,696,662,0,0,0,0,34,0,2.18,88047,319,0,0,47,21,72,140,16,0,23,1952,1574,261
1.70E+11,15000US170311001005,Block Group 5,"Block Group 5, Census Tract 1001, Cook County, Illinois",il,150,0,ACSSF,9754,17,31,100100,5,698,0.08014864,0.08014864,0,698,20,38,30,45,102,31,50,49,110,157,50,16,698,668,0,0,30,0,0,0,1.98,53950,353,0,0,0,83,109,135,11,15,0,1947,1301,215
1.70E+11,15000US170311002001,Block Group 1,"Block Group 1, Census Tract 1002, Cook County, Illinois",il,150,0,ACSSF,9755,17,31,100200,1,1309,0.186197,0.186197,0,1309,113,40,98,21,66,81,275,146,232,94,129,14,1309,1092,0,0,19,0,134,64,2.09,106620,626,0,16,65,258,64,94,12,10,107,1962,898,390
1.70E+11,15000US170311002002,Block Group 2,"Block Group 2, Census Tract 1002, Cook County, Illinois",il,150,0,ACSSF,9756,17,31,100200,2,887,0.09892787,0.09892787,0,887,58,62,19,0,36,178,191,68,159,80,36,0,887,807,0,0,40,0,0,40,3.02,113287,294,0,0,0,41,21,92,40,31,69,1952,,271
1.70E+11,15000US170311002003,Block Group 3,"Block Group 3, Census Tract 1002, Cook County, Illinois",il,150,0,ACSSF,9757,17,31,100200,3,775,0.1046561,0.1046561,0,775,20,17,49,22,18,90,37,64,191,111,61,95,775,723,45,0,0,0,7,0,2.57,113438,232,0,0,18,10,46,28,37,46,47,0,,232
1.70E+11,15000US170311002004,Block Group 4,"Block Group 4, Census Tract 1002, Cook County, Illinois",il,150,0,ACSSF,9758,17,31,100200,4,870,0.1137615,0.1137615,0,870,110,66,45,0,47,185,110,65,117,71,54,0,870,706,133,0,0,0,0,31,2.01,68250,432,0,0,98,171,13,57,0,36,57,0,876,226
1.70E+11,15000US170311002005,Block Group 5,"Block Group 5, Census Tract 1002, Cook County, Illinois",il,150,0,ACSSF,9759,17,31,100200,5,1134,0.1276168,0.1276168,0,1134,42,81,38,0,78,255,145,139,232,99,25,0,1134,971,0,0,48,0,62,53,2.09,64932,542,0,10,120,121,83,98,47,26,37,1966,1066,349
1.70E+11,15000US170311002006,Block Group 6,"Block Group 6, Census Tract 1002, Cook County, Illinois",il,150,0,ACSSF,9760,17,31,100200,6,877,0.09003941,0.09003941,0,877,18,28,28,27,72,167,95,107,80,175,80,0,877,686,51,0,140,0,0,0,2.63,81298,333,0,0,0,62,115,54,54,14,34,1955,,291
1.70E+11,15000US170311002007,Block Group 7,"Block Group 7, Census Tract 1002, Cook County, Illinois",il,150,0,ACSSF,9761,17,31,100200,7,967,0.08534171,0.08534171,0,967,121,0,92,0,27,257,113,145,136,35,41,0,967,774,0,27,1,0,141,24,2.39,59821,402,0,0,74,64,105,23,52,41,43,1946,1258,191
1.70E+11,15000US170311003001,Block Group 1,"Block Group 1, Census Tract 1003, Cook County, Illinois",il,150,0,ACSSF,9762,17,31,100300,1,1053,0.2419057,0.2419057,0,1053,20,16,44,35,92,86,263,101,247,94,24,31,1053,932,0,0,55,0,30,36,2.5,102098,422,0,0,0,11,37,267,51,0,56,1954,,422
1.70E+11,15000US170311003002,Block Group 2,"Block Group 2, Census Tract 1003, Cook County, Illinois",il,150,0,ACSSF,9763,17,31,100300,2,1194,0.1292828,0.1292828,0,1194,66,38,53,12,16,69,156,212,149,189,74,160,1194,1083,7,8,30,0,66,0,2.32,70132,444,0,31,100,45,15,64,71,63,55,1961,931,265
1.70E+11,15000US170311003003,Block Group 3,"Block Group 3, Census Tract 1003, Cook County, Illinois",il,150,0,ACSSF,9764,17,31,100300,3,750,0.1274226,0.1274226,0,750,46,118,20,9,12,0,173,178,136,58,0,0,750,573,0,0,17,0,125,35,2.31,85417,324,0,0,48,169,17,39,8,14,29,1948,1081,161
1.70E+11,15000US170311003004,Block Group 4,"Block Group 4, Census Tract 1003, Cook County, Illinois",il,150,0,ACSSF,9765,17,31,100300,4,1070,0.1467582,0.1467582,0,1070,53,65,28,63,42,154,140,165,106,54,99,101,1070,791,15,6,173,0,46,39,2.5,105664,377,89,0,16,15,92,75,13,21,56,0,1097,215
1.70E+11,15000US170311003005,Block Group 5,"Block Group 5, Census Tract 1003, Cook County, Illinois",il,150,0,ACSSF,9766,17,31,100300,5,733,0.1031804,0.1031804,0,733,53,12,22,110,44,87,21,122,95,57,60,50,733,711,0,0,0,0,0,22,2.69,122500,272,0,0,0,0,116,73,44,9,30,1952,,257
1.70E+11,15000US170311003006,Block Group 6,"Block Group 6, Census Tract 1003, Cook County, Illinois",il,150,0,ACSSF,9767,17,31,100300,6,1459,0.1343717,0.1343717,0,1459,25,16,0,0,101,171,58,78,177,162,206,465,1459,1378,36,0,28,0,17,0,1.7,24336,837,47,15,394,96,33,50,68,16,118,1959,1805,350
1.70E+11,15000US170311004001,Block Group 1,"Block Group 1, Census Tract 1004, Cook County, Illinois",il,150,0,ACSSF,9768,17,31,100400,1,975,0.0906205,0.0906205,0,975,104,28,67,68,19,77,114,120,141,144,71,22,975,817,0,13,0,0,110,35,2.69,98053,363,0,0,0,43,131,118,40,24,7,1951,,354
1.70E+11,15000US170311004002,Block Group 2,"Block Group 2, Census Tract 1004, Cook County, Illinois",il,150,0,ACSSF,9769,17,31,100400,2,1226,0.08441275,0.08441275,0,1226,181,61,83,50,28,144,249,176,156,72,7,19,1226,1187,0,0,10,0,0,29,3.07,130909,400,0,0,0,0,64,84,62,91,99,1950,,389
1.70E+11,15000US170311004003,Block Group 3,"Block Group 3, Census Tract 1004, Cook County, Illinois",il,150,0,ACSSF,9770,17,31,100400,3,1203,0.1999774,0.1999774,0,1203,104,87,63,9,81,151,102,108,270,123,67,38,1203,1041,2,0,58,0,74,28,2.49,96979,479,0,0,0,68,99,151,66,73,22,1955,1750,439
1.70E+11,15000US170311005001,Block Group 1,"Block Group 1, Census Tract 1005, Cook County, Illinois",il,150,0,ACSSF,9771,17,31,100500,1,799,0.1180345,0.1180345,0,799,38,53,61,60,35,44,149,62,149,78,49,21,799,708,15,0,4,0,0,72,2.39,60547,335,0,0,78,33,109,51,33,16,15,1962,,298
1.70E+11,15000US170311005002,Block Group 2,"Block Group 2, Census Tract 1005, Cook County, Illinois",il,150,0,ACSSF,9772,17,31,100500,2,721,0.09604176,0.09604176,0,721,76,38,17,35,34,99,129,48,71,46,128,0,721,589,0,0,12,0,62,58,2.05,68953,351,0,0,0,20,104,211,16,0,0,1944,,272
1.70E+11,15000US170311005003,Block Group 3,"Block Group 3, Census Tract 1005, Cook County, Illinois",il,150,0,ACSSF,9773,17,31,100500,3,943,0.1287716,0.1287716,0,943,39,31,58,116,66,105,46,178,87,161,11,45,943,849,0,0,0,0,29,65,2.56,72500,368,0,0,0,0,75,181,60,25,27,1945,,368
1.70E+11,15000US170311005004,Block Group 4,"Block Group 4, Census Tract 1005, Cook County, Illinois",il,150,0,ACSSF,9774,17,31,100500,4,1368,0.1540992,0.1540992,0,1368,91,60,116,35,131,136,160,293,98,186,46,16,1368,1091,0,0,21,23,68,165,2.87,87036,477,0,0,0,60,65,82,151,23,96,1952,,461
1.70E+11,15000US170311005005,Block Group 5,"Block Group 5, Census Tract 1005, Cook County, Illinois",il,150,0,ACSSF,9775,17,31,100500,5,2009,0.2589344,0.2589344,0,2009,65,252,111,14,95,68,477,130,369,239,114,75,2009,1794,2,0,115,0,48,50,2.55,79063,784,0,0,7,95,178,208,66,115,115,1960,1204,615
1.70E+11,15000US170311006001,Block Group 1,"Block Group 1, Census Tract 1006, Cook County, Illinois",il,150,0,ACSSF,9776,17,31,100600,1,931,0.1002997,0.1002997,0,931,113,26,31,25,31,204,125,88,86,79,81,42,931,768,60,0,61,0,0,42,2.35,62788,396,7,0,0,36,138,65,92,39,19,1952,,308
1.70E+11,15000US170311006002,Block Group 2,"Block Group 2, Census Tract 1006, Cook County, Illinois",il,150,0,ACSSF,9777,17,31,100600,2,1345,0.09085833,0.09085833,0,1345,39,109,177,34,112,109,150,200,274,112,21,8,1345,1241,0,0,19,0,38,47,2.75,81553,489,0,0,46,98,149,66,56,53,21,1953,1165,359
1.70E+11,15000US170311006003,Block Group 3,"Block Group 3, Census Tract 1006, Cook County, Illinois",il,150,0,ACSSF,9778,17,31,100600,3,969,0.1003314,0.1003314,0,969,143,39,63,10,36,147,149,111,137,91,0,43,969,708,0,0,147,0,99,15,2.68,102500,362,0,0,33,18,139,62,28,54,28,1954,1115,322
1.70E+11,15000US170311006004,Block Group 4,"Block Group 4, Census Tract 1006, Cook County, Illinois",il,150,0,ACSSF,9779,17,31,100600,4,1547,0.2035959,0.2035959,0,1547,69,27,146,0,103,210,120,311,213,149,125,74,1547,1240,0,0,146,0,134,27,2.44,66821,635,0,7,27,123,153,102,70,40,113,1954,1050,433
1.70E+11,15000US170311007001,Block Group 1,"Block Group 1, Census Tract 1007, Cook County, Illinois",il,150,0,ACSSF,9780,17,31,100700,1,994,0.0876506,0.0876506,0,994,53,83,49,37,34,88,131,283,106,73,42,15,994,746,10,0,108,0,106,24,2.74,115234,363,0,0,17,31,74,166,43,16,16,1954,1719,284
1.70E+11,15000US170311007002,Block Group 2,"Block Group 2, Census Tract 1007, Cook County, Illinois",il,150,0,ACSSF,9781,17,31,100700,2,1002,0.08770658,0.08770658,0,1002,36,33,31,57,89,78,103,146,217,107,59,46,1002,924,0,0,54,0,7,17,2.78,65469,361,26,0,16,16,48,97,87,40,31,1956,,319
1.70E+11,15000US170311007003,Block Group 3,"Block Group 3, Census Tract 1007, Cook County, Illinois",il,150,0,ACSSF,9782,17,31,100700,3,913,0.08838496,0.08838496,0,913,46,109,43,17,16,78,176,182,165,50,16,15,913,888,0,0,0,0,25,0,2.91,76413,314,0,0,0,48,120,79,26,17,24,1954,,275
1.70E+11,15000US170311007004,Block Group 4,"Block Group 4, Census Tract 1007, Cook County, Illinois",il,150,0,ACSSF,9783,17,31,100700,4,973,0.0865645,0.0865645,0,973,57,17,0,0,44,222,73,93,185,177,82,23,973,961,0,12,0,0,0,0,2.43,88958,396,0,0,0,0,207,62,38,56,33,1956,,388
1.70E+11,15000US170311007005,Block Group 5,"Block Group 5, Census Tract 1007, Cook County, Illinois",il,150,0,ACSSF,9784,17,31,100700,5,1298,0.1189052,0.1189052,0,1298,74,80,44,25,114,336,126,158,196,72,56,17,1298,1036,0,0,152,0,110,0,2.96,80363,437,0,0,42,39,110,127,62,32,25,1956,1224,358
1.70E+11,15000US170311101001,Block Group 1,"Block Group 1, Census Tract 1101, Cook County, Illinois",il,150,0,ACSSF,9785,17,31,110100,1,1352,0.292101,0.292101,0,1352,169,77,112,20,63,74,338,81,118,276,24,0,1352,995,32,0,233,0,92,0,2.5,57730,541,0,0,90,81,66,121,112,17,54,1951,,342
